Site,Date,Month,Year,Level (m ngvd29),SRP(mg/L),NH4,NO3,TDN,DOC(mg/L),Cl,SO4(mg/L),DON,Temp,Conductivity(mS/cm),DO (%),DO (mg/L),pH,Restoration day,prec
Outflow,6/16/10,6,2010,0.5042,0.009691068,0.102120864,0.03820175,1.686,50.55,40.71781995,1.884,1.545677386,25.9,0.211,5.7,,4.75,1205,6.489779874
Outflow,6/24/10,6,2010,0.4938,0.014644718,0.159788727,0.017144998,1.908,54.42,57.45807817,3.017,1.731066275,26.29,0.219,5.9,,4.71,1213,0
Outflow,7/1/10,7,2010,0.5391,0.0081132,0.150272,0.015961534,1.436,42.74,115.2521104,8.18,1.269766466,26.44,0.25,22.5,,3.88,1220,5.191823899
Outflow,7/8/10,7,2010,0.4066,0.0116556,0.0086364,0.013383185,1.882682,49.0234,97.30813033,4.97,1.860662415,25.89,0.327,12.8,,2.87,1227,0
Outflow,7/15/10,7,2010,0.5675,0.00705024,0.126516,0.01656216,1.670624,40.88836,226.2217912,20.14,1.52754584,26.34,0.821,8.1,,5.23,1234,0
Outflow,7/22/10,7,2010,0.5324,0.0095352,0.178956,0.015421583,1.663694,35.242,281.669147,27.87,1.469316417,28.67,1.178,8.9,,4.54,1241,0
Outflow,7/29/10,7,2010,0.4464,0.0047736,0.35946,0.014411832,1.775267,33.7033,293.7782179,26.83,1.401395169,28.04,1.158,6.7,,4.13,1248,2.695754717
Outflow,8/4/10,8,2010,0.4545,0.00408168,0.171228,0.015630719,1.250666,29.71606,232.8905103,20.33,1.063807281,26.47,1.213,4.4,,3.57,1254,0.299528302
Outflow,8/12/10,8,2010,0.5647,0.0068196,0.120444,0.037326078,1.372634,26.97316,407.794449,42.34,1.214863922,28.32,1.53,9.5,,4.91,1262,10.9827044
Outflow,8/19/10,8,2010,0.6052,0.00445368,0.148044,0.017154055,1.049,25.58,459.0469369,50.87,0.883801945,27.36,1.973,6.1,,5.25,1269,0.499213836
Outflow,8/26/10,8,2010,0.5695,0.00422304,0.0248928,0.01662085,0.9035,25.45,448.1090334,45.59,0.86198635,26.64,1.985,12.7,,4.77,1276,0
Outflow,9/1/10,9,2010,0.5311,0.002578214,0.025594144,0.049680913,1.21,25.57,565.8054113,48.26,1.134724943,26.07,2.269,7.2,,5.28,1282,0.299528302
Outflow,9/9/10,9,2010,0.6022,0.0025,0.066440316,0.028895725,1.199,24.59,625.7498499,58.88,1.103663959,24.6,2.596,,,,1290,0
Outflow,9/16/10,9,2010,0.5969,0.003658167,0.251403878,0.048699057,1.505,23.55,679.6320498,60.14,1.204897066,,,,,,1297,0
Outflow,9/23/10,9,2010,0.579,0.002653341,0.092768684,0.043894959,1.152,23.1,714.0088062,62.31,1.015336358,,,,,,1304,0.254000013
Outflow,10/1/10,10,2010,1.1206,0.004737698,0.162400612,0.046438932,0.8697,16.73,742.1685824,89.89,0.660860456,,,,,,1312,1.524000079
Outflow,10/7/10,10,2010,0.9373,0.008,0.867386042,0.026287922,1.458,14.14,327.769812,26.05,,,,,,,1318,15.74799966
Outflow,10/13/10,10,2010,0.8266,0.010218656,0.039805011,0.046588134,1.153,24.17,96.42903856,7.12,1.066606855,,,,,,1324,0
Outflow,10/21/10,10,2010,0.7312,0.009908625,0.080074479,0.003848005,1.576,37.9,47.56082737,6.42,1.492077516,19.34,0.227,25.6,2.39,5.05,1332,0
Outflow,10/28/10,10,2010,0.662,0.01012025,0.1606575,,1.66,41.91,,,1.4993425,23.6,0.254,22.5,1.92,5.12,1339,0.76200004
Outflow,11/3/10,11,2010,0.5359,0.00657,0.29489626,0.090516526,2.02424,50.19936,108.5151987,4.53,1.638827215,13.85,0.401,31.7,3.28,4.46,1345,1.524000079
Outflow,11/11/10,11,2010,0.5751,0.00752,0.435980515,0.061668663,2.232168,52.53576,82.77393223,2.52,1.734518822,12.67,0.321,52,5.5,4.62,1353,0
Outflow,11/18/10,11,2010,0.6942,0.0053,0.435753228,0.058018983,2.544376,57.1944,77.56611764,2.57,2.050603789,13.09,0.463,27.2,2.81,5.07,1360,0
Outflow,11/26/10,11,2010,0.5688,0.0122,0.302682982,0.062979704,2.380056,57.02448,65.14290943,2.94,2.014393315,14.17,0.406,20.5,2.1,4.79,1368,2.286000119
Outflow,12/2/10,12,2010,0.6028,0.0134,0.4092125,0.089298233,2.45716,59.02104,73.00032611,3.29,1.958649267,11.93,0.287,66.8,7.25,4.74,1374,0
Outflow,12/9/10,12,2010,0.5038,0.0443,0.860548057,0.056215849,3.131504,55.89168,81.35215666,3.02,2.214740094,5.53,0.314,53,6.6,4.5,1381,0.508000026
Outflow,12/15/10,12,2010,0.5096,0.0025,0.0025,0.032657248,2.410392,52.0968,92.92127744,2.83,2.375234752,3.62,0.355,81.8,10.74,4.57,1387,0.508000026
Outflow,12/23/10,12,2010,0.5206,0.00879,0.444707468,0.031147006,1.649,45.78144,75.17854719,2.54,1.173145526,4.94,0.292,64.4,8.26,4.32,1395,0
Outflow,12/30/10,12,2010,0.5547,0.00763,0.304594709,0.036727662,1.752,44.81148,61.1547322,2.33,1.410677629,4.19,0.266,53.3,7.05,4.37,1402,4.064000212
Outflow,1/7/11,1,2011,0.5549,0.0106,0.148463816,0.037803453,1.51548,41.70336,55.07134681,2.75,1.329212731,6.34,0.222,63.8,7.86,4.37,1410,0.508
Outflow,1/13/11,1,2011,0.5081,0,,0.00687365,,,46.81862253,12.61,,4.06,0.238,93.3,12.16,4.32,1416,0
Outflow,1/20/11,1,2011,0.6475,0.01289094,0.082597567,0.00687365,1.241,34.69,46.81862253,12.61,1.151528784,8.93,0.171,85.2,10.17,4.24,1423,0.508
Outflow,1/27/11,1,2011,0.6611,0.003299879,0.033923773,0.00620694,1.296,35.34,38.63054419,3.52,1.255869287,8.18,0.153,95.7,11.27,4.29,1430,0.508
Outflow,2/3/11,2,2011,0.635,0.003071134,0.037104192,0.007910405,1.279,38.18,40.1791521,3.78,1.233985403,11.6,0.157,86,9.35,4.44,1437,1.27
Outflow,2/11/11,2,2011,0.7177,0.004522124,0.047137754,0.007553387,1.133,33.38,29.37261884,4.06,1.078308859,6.15,0.131,93,11.49,4.21,1445,0
Outflow,2/18/11,2,2011,0.683,0.005221907,0.047170069,0.021454057,1.155,36.12,32.12988117,4.03,1.086375874,10.62,0.146,80.5,8.88,4.46,1452,0
Outflow,2/24/11,2,2011,0.622,0.005172427,0.008636347,0.017337578,1.440292,44.45375,34.21423828,2.19,1.414318075,9.1,0.153,57.6,6.63,4.35,1458,0
Outflow,3/3/11,3,2011,0.6265,0.008752674,0.160155732,0.015752028,1.858964,49.76475,41.7357572,2.4,1.68305624,11.96,0.159,71,7.64,4.55,1465,0
Outflow,3/9/11,3,2011,0.6527,0.005232176,0.092627845,0.011238415,1.531808,42.5385,36.98998172,2.79,1.42794174,14.73,0.161,76.2,7.73,4.48,1471,0
Outflow,3/17/11,3,2011,0.7058,0.008950141,0.124372113,0.015549145,1.592636,45.852,31.29719825,2.17,1.452714743,12.85,0.139,54.1,5.75,3.6,1479,0
Outflow,3/25/11,3,2011,0.68,0.010754662,0.119889563,0.029255336,1.569072,45.67575,31.41066531,1.95,1.419927101,5.24,0.13,42.3,4.24,4.21,1487,0
Outflow,3/31/11,3,2011,0.7408,0.010647097,0.079143437,0.006062623,1.464952,41.37525,27.37418946,2.19,1.37974594,9.61,0.12,73.4,8.36,3.98,1493,0
Outflow,4/7/11,4,2011,0.7417,0.011069243,0.034221944,0.016800134,1.574552,46.2515,25.42113262,2.02,1.523529922,16.46,0.114,55.2,5.32,4.47,1500,0
Outflow,4/14/11,4,2011,0.7109,0.017907355,0.088209732,0.0384644,1.628804,44.61825,25.15677908,3.33,1.502129868,20.38,0.118,18.6,1.64,4.59,1507,0
Outflow,4/21/11,4,2011,0.7633,0.018975031,0.108120141,0.009741937,1.81896,46.3925,23.80904007,2.13,1.701097922,23.16,0.109,50.2,4.29,4.91,1514,0
Outflow,4/27/11,4,2011,0.6998,0.035665059,0.13305331,0.034881787,2.012404,47.95525,22.59633225,2.18,1.844468904,24,0.114,20.3,1.7,4.58,1520,0
Outflow,5/6/11,5,2011,0.6431,0.012378187,0.057408969,0.01454556,1.82444,46.85075,25.15723378,2.56,1.752485471,18.79,0.112,30.6,2.85,4.48,1529,0
Outflow,5/11/11,5,2011,0.567,0.012572651,0.020288,0.042250349,2.115976,51.22175,27.88374479,2.07,2.053437651,10.13,0.127,14.2,1.32,4.44,1534,0
Outflow,5/19/11,5,2011,0.6789,0.011115314,0.066249183,0.0005,1.904996,51.26875,42.6773198,2.84,1.838246817,21.38,2.941,5,0.43,5.56,1542,0
Outflow,5/26/11,5,2011,0.6476,0.0136656,0.0710232,0.014866304,1.244181,40.8328,313.5237184,35.52,1.158291497,21.49,2.255,7.3,0.64,5.51,1549,0
Outflow,6/2/11,6,2011,0.5155,0.0237008,0.353414,0.05026113,1.879808,46.17385,201.3928655,18.4,1.47613287,24.67,0.872,7.6,0.62,4.96,1556,0
Outflow,6/9/11,6,2011,0.5094,0.0119408,0.166993,0.004339652,1.48796,44.39779,224.3897466,19.31,1.316627348,22.77,0.801,6.2,0.52,4.88,1563,0
Outflow,6/15/11,6,2011,0.4812,0.00651552,0.144784,0.0005,1.511043,43.20088,321.9988865,25.09,1.365759,23.82,1.106,7.2,0.64,4.63,1569,0
Outflow,6/23/11,6,2011,0.5537,0.0025,0.0268832,0.011106567,1.494,40.86,449.1908727,38.93,1.456010233,25.06,4.367,4.3,0.34,5.85,1577,0.254
Outflow,6/30/11,6,2011,0.5601,0.0090824,0.0090216,0.012466995,0.9204,25.94,1283.972323,201.98,0.898911405,26.47,4.996,7.3,0.54,5.97,1584,0.254
Outflow,7/7/11,7,2011,0.6042,0.0025,0.0410928,0.016030918,0.9626,24.31,1348.504874,216.72,0.905476282,27.25,5.322,16,1.23,5.87,1591,0
Outflow,7/14/11,7,2011,0.5539,0.0025,0.118648,0.020737166,0.8883,19.4,1338.275466,241.8,0.748914834,29.45,5.23,45.7,3.4,5.93,1598,0
Outflow,7/21/11,7,2011,0.5775,0.0025,0.0106152,0.026208634,0.7692,20.96,1498.432628,251.45,0.732376166,26.85,5.338,10.1,0.76,5.97,1605,0.254
Outflow,7/28/11,7,2011,0.5701,0.0025,0.17044,,1.045,21.23,,,0.87456,28.21,5.523,32,2.47,6.02,1612,0
Outflow,8/4/11,8,2011,0.5845,0.0025,0.0025,0.046036441,0.3885,9.059,1633.263001,202.93,0.339963559,26.48,5.745,6.5,0.48,6.29,1619,0.508
Outflow,8/11/11,8,2011,0.5706,0.00590368,0.0557976,0.04761391,0.9877,19.45,1688.962862,204.78,0.88428849,29.18,6.13,5.1,0.37,6.37,1626,0
Outflow,8/18/11,8,2011,0.5704,0.0025,0.0025,0.090756635,0.7432,19.39,1846.305227,227.34,0.649943365,27.01,6.905,4.4,0.34,6.34,1633,0
Outflow,8/24/11,8,2011,0.5552,0.0025,0.0231832,0.075343961,1.004,19.97,1857.872113,225.02,0.905472839,26.68,6.808,15.7,1.22,6.23,1639,0
Outflow,9/1/11,9,2011,0.8619,0.0025,0.0025,0.052614429,1.031,22.71,1139.465472,129.82,0.975885571,25.24,3.746,25.7,2.08,,1647,0
Outflow,9/8/11,9,2011,0.7724,0.005,0.005,0.067016535,0.8357,21.38,629.565927,30.96,0.763683465,25.5,2.17,21.1,1.73,,1654,0.762
Outflow,9/14/11,9,2011,0.7317,0.005,0.0382186,0.094499518,1.175,27.82,382.4152037,24.45,1.042281882,25.23,1.39,10.9,0.88,,1660,0
Outflow,9/21/11,9,2011,0.7295,0.0199024,0.0359678,0.075438672,0.848,21.81,64.93871227,8.58,0.736593528,23.42,0.88,18.7,1.61,,1667,0.254
Outflow,9/29/11,9,2011,0.9138,0.005,0.0137908,0.043764876,0.8949,25.35,61.42371046,2.5,0.837344324,22.69,0.0098,11.7,0.96,,1675,11.176
Outflow,10/5/11,10,2011,0.8581,0.0154792,0.032062,0.03479998,1.104,30.25,62.88912751,2.38,1.03713802,18.21,0.19,16.3,1.53,,1681,0
Outflow,10/13/11,10,2011,0.7734,0.005,0.0153796,0.038779197,1.211,36.11,592.5688249,1.78,1.156841203,22.46,0.215,10.2,0.92,,1689,12.7
Outflow,10/20/11,10,2011,0.782,0.005,0.0586082,0.015,1.318,37.34,81.09581485,4.44,1.2443918,19.37,0.26,63.4,5.83,,1696,0
Outflow,10/27/11,10,2011,0.7216,0.0085,0.06856428,0.008683854,1.293,38.55,63.4036506,1.88,,16.21,0.314,36.3,3.56,,1703,0
Outflow,11/2/11,11,2011,0.6896,0.0075,0.11322188,0.014156467,1.401,37.89,94.99410761,2.742,,12.41,0.383,52.9,5.6,,1709,0
Outflow,11/9/11,11,2011,0.6791,0.008,0.14604423,0.017384043,1.522,38.97,93.88069571,2.561,,14.5,0.471,44.3,4.49,,1716,0
Outflow,11/16/11,11,2011,0.6279,0.0072,0.23957772,0.017367183,1.653,41.3,113.1372308,2.413,,13.47,0.494,11.3,1.16,,1723,1.27
Outflow,11/26/11,11,2011,0.5861,0.014,0.020032579,0.004204097,1.418,42.54,167.5462125,2.769,,11.28,0.574,78.9,8.54,,1733,0
Outflow,12/1/11,12,2011,0.6084,0.0093,0.40406543,0.012123654,1.815,41.24,183.3218551,3.937,,10.3,0.581,101.1,11.31,4.95,1738,0
Outflow,12/7/11,12,2011,0.5771,0.0085,0.46452492,0.005892444,1.376,34.17,126.6253737,2.896,,10.85,0.7,23.4,2.55,5.18,1744,4.064
Outflow,12/19/11,12,2011,0.5209,0.0078,0.43581167,0.015603255,1.489,37.54,170.203045,3.967,,6.96,0.626,104.8,12.66,5.04,1756,0
Outflow,12/28/11,12,2011,0.5228,0.01,0.495528,0.011383782,1.585,40,181.070068,4.322,,10.71,1.471,26.6,2.93,4.77,1765,0
Outflow,1/4/12,1,2012,0.4592,0.0084,0.39683568,0.005746028,1.553,38.25,165.87056,3.417,,7.12,1.002,76.5,9.19,5,1772,0
Outflow,1/12/12,1,2012,0.4813,0.0085,0.40933407,0.021532242,1.41,32.57,189.81457,5.641,,9.21,2.264,12.3,1.39,5.44,1780,0.254
Outflow,1/19/12,1,2012,0.4913,0.0025,0.421592,0.35,1.527,33.23,109.02,2.81,0.756,8.41,1.38,27,3.14,4.3,1787,0
Outflow,1/26/12,1,2012,0.5646,0.0025,0.47734187,0.208,1.446,32.46,68.22,1.54,0.761,10.04,1.85,11.4,1.26,4.94,1794,0
Outflow,2/9/12,2,2012,0.6131,0.0025,0.11315075,0.286,0.9897,32.01,100.05,3.87,0.59,9.32,0.381,68.4,7.84,3.15,1808,0
Outflow,2/15/12,2,2012,0.624,0.0025,0.032925709,0.224,1.002,33.07,80.73,4.06,0.745,8.14,0.624,84,9.85,4.2,1814,0
Outflow,2/23/12,2,2012,0.7339,0.0025,0.036872865,0.137,0.853,28.5,55.1,2.75,0.679,15.3,0.213,168.7,16.92,6.65,1822,2.794
Outflow,3/1/12,3,2012,0.7179,0.0025,0.12735808,0.112,1.312,35.83,45.2,1.71,1.073,11.11,0.504,11.4,1.21,3.56,1829,0
Outflow,3/8/12,3,2012,0.6334,0.0025,0.047555,0.01,1.02,32.24,39.25,1.71,0.959,14.54,0.157,54.7,5.58,2.89,1836,0
Outflow,3/15/12,3,2012,0.5997,0.0025,0.085305,0.015,1.15,31.83,37.52,3.22,1.045,13.24,0.31,10.8,1.1,4.31,1843,0
Outflow,3/22/12,3,2012,0.5506,0.0164,0.17213,0.003,1.47,37.07,41.64,3.58,1.297,16.66,0.4,15.1,1.47,4.73,1850,0.254
Outflow,3/29/12,3,2012,0.5713,0.0025,0.0025,0.002,1.22,38,41.78,1.83,1.218,16.08,0.217,9.1,0.89,3.48,1857,0
Outflow,4/4/12,4,2012,0.5489,0.00693,0.007238,0.007,1.29,39.55,45.61,2.09,1.272,16.57,0.165,30.4,2.95,3.01,1863,4.826
Outflow,4/12/12,4,2012,0.517,0.0025,0.0418925,0.004,1.42,40.55,47.26,2.2,1.371,14.44,0.173,36,3.67,3.58,1871,0
Outflow,4/18/12,4,2012,0.4147,0.0025,0.26877,0.005,1.84,45.27,51.14,2.6,1.562,18.6,0.246,4,0.38,4.58,1877,7.366
Outflow,4/25/12,4,2012,0.4634,0.0025,0.363145,0.009,1.81,44.71,64.64,2.61,1.435,15.5,0.532,3.1,0.31,4.54,1884,0
Outflow,5/3/12,5,2012,0.4066,0.0025,0.14193,0.009,1.62,44.12,60.52,1.99,1.465,16.64,0.729,3.9,0.37,4.76,1892,0
Outflow,5/10/12,5,2012,0.4436,0.00547,0.228,0.091,1.83,46.3,86.02,2.35,1.513,18.72,0.678,2,0.18,5.13,1899,0
Outflow,5/17/12,5,2012,0.453,0.0025,0.127585,0.003,1.7,44.34,131.09,3.32,1.572,17.4,1.248,6.8,0.65,0.93,1906,0.254
Outflow,5/25/12,5,2012,0.4661,0.013712,0.043327,0.003,1.642,45.84,148.56,5.53,1.595,19.52,1.898,0.5,0.4,4.62,1914,0.254
Outflow,5/31/12,5,2012,0.6116,0.0025,0.019006,0.012,1.436,34.07,121.25,7.2,1.405,22.1,0.325,32,2.76,4.9,1920,0
Outflow,6/7/12,6,2012,0.5634,0.0025,0.00842,0.007,1.106,37.37,35.91,1.34,1.091,21.42,0.148,16.7,1.57,4.11,1927,0
Outflow,6/14/12,6,2012,0.5419,0.005,0.005,0.002,1.26,39.25,41.63,1.24,1.251,21.62,0.411,1.9,0.16,4.75,1934,0
Outflow,6/21/12,6,2012,0.5011,0.005,0.005,0.002,1.34,35.39,76.71,2.34,1.33,21.54,1.44,1.4,0.11,4.67,1941,0
Outflow,6/28/12,6,2012,0.5094,0.005,0.005,0.006,1.38,37.89,94.7,3.99,1.371,21.13,2.191,3.1,0.27,4.2,1948,0
Outflow,7/4/12,7,2012,0.4663,0.005,0.005,0.006,1.46,39.44,152.49,7.09,1.447,22.03,2.461,0.4,0.02,5.44,1954,0
Outflow,7/12/12,7,2012,0.4934,0.005,0.005,0.021,1.49,35.92,271.11,16.92,1.468,22.54,2.824,1.9,0.16,5.49,1962,0.254
Outflow,7/18/12,7,2012,0.4518,0.005,0.005,0.007,1.46,37.57,287.2,18.73,1.449,22.83,3.076,0.2,0.02,6.11,1968,0
Outflow,7/27/12,7,2012,0.5,0.005,0.005,0.021,1.46,34.88,471.97,34.31,1.434,24.94,3.728,1.2,0.09,5.24,1977,13.462
Outflow,8/3/12,8,2012,0.5264,0.005,0.0106254,0.05,1.66,36.86,441.63,24.72,1.603,25.31,4.531,0.8,0.07,6.5,1984,10.16
Outflow,8/9/12,8,2012,0.5093,0.005,0.0276854,0.211,1.38,27.08,781.16,62.07,1.141,24.78,4.09,0.6,0.05,5.55,1990,0
Outflow,8/16/12,8,2012,0.4573,0.005,0.159218,0.038,1.33,28.37,719.03,48.95,1.135,24.81,3.376,1.6,0.13,5.39,1997,0
Outflow,8/22/12,8,2012,0.5551,0.005,0.0145492,0.056,0.91,20.22,473.84,32.53,0.841,24.88,3.83,1.9,0.16,5.8,2003,0
Outflow,8/30/12,8,2012,0.5557,0.005,0.283756,0.029,1.5,30.72,745.26,43.66,1.19,23.98,2.864,1,0.08,6.01,2011,0
Outflow,9/5/12,9,2012,0.5497,0.005,0.005,0.002,1.44,34.57,29.35,2.22,1.432,24.61,3.084,3.3,0.27,6.22,2017,0
Outflow,9/13/12,9,2012,0.4968,0.005,0.005,0.004,1.13,26.05,386.3,12.99,1.119,22.87,2.11,1.7,0.14,5.49,2025,0
Outflow,9/20/12,9,2012,0.5218,0.005,0.086713,0.007,1.53,37.06,275.45,8.25,1.433,22.45,2.204,1.5,0.13,5.43,2032,0
Outflow,9/27/12,9,2012,0.4013,0.005,0.0159993,0.021,1.31,34.13,131.39,3.54,1.27,20.95,2.122,1.6,0.14,5.34,2039,0
Outflow,10/4/12,10,2012,0.4187,0.005,0.113156,0.009,1.43,36.06,151.45,4.48,1.304,21.39,1.144,3.5,0.31,4.65,2046,0
Outflow,10/11/12,10,2012,0.4077,0.005,0.346878,0.011,1.79,38.76,156.39,4.62,1.435,18.9,1.51,2.2,0.2,5.18,2053,0
Outflow,10/18/12,10,2012,0.4297,0.005,0.344319,0.007,1.81,42.24,238.64,6.2,1.463,18.26,1.82,1.7,0.16,4.68,2060,0
Outflow,10/25/12,10,2012,0.3788,0.005,0.005,0.006,0.99,23.24,31.78,21.34,0.98,17.81,2.599,0.6,0.05,5.33,2067,0
Outflow,11/1/12,11,2012,0.6266,0.005,0.053614796,0.008,1.087,31.14,57.03,2.15,1.026,,,,,,2074,0
Outflow,11/9/12,11,2012,0.5803,0.005,0.180866889,0.215,1.342,31.32,74.33,4.65,0.946,10.93,0.138,75.3,8.34,2.56,2082,0
Outflow,11/21/12,11,2012,0.4658,0.005,0.121728815,0.057,1.313,38.71,49.35,5.45,1.134,11.68,0.157,45.6,4.95,2.83,2094,0
Outflow,11/29/12,11,2012,0.4247,0.005,0.174065148,0.012,1.395,43.21,60.63,5.13,1.209,7.58,0.175,67.8,8.08,3.08,2102,0
Outflow,12/6/12,12,2012,0.384,0.005,0.098986889,0.01,1.234,44.65,49.39,4.29,1.125,10.42,0.454,17.7,0.194,4.1,2109,0
Outflow,12/15/12,12,2012,0.4357,0.005,0.138632926,0.005,1.387,45.09,55.04,3.53,1.243,8.4,0.228,57.9,6.73,4.07,2118,0
Outflow,12/22/12,12,2012,0.555,0.005,0.258,0.02,1.622,43.22,79.189,2.875,1.344,7.15,0.178,82.3,9.95,2.99,2125,0
Outflow,12/27/12,12,2012,0.5889,0.005,0.068,0.018,1.062,36.87,43.653,2.949,0.976,9.98,0.156,76,8.57,2.65,2130,0
Outflow,1/4/13,1,2013,0.6211,0.005,0.031,0.024,0.951,33.56,28.994,2.371,0.896,6.75,0.126,84.5,10.32,3.24,2138,182.372
Outflow,1/10/13,1,2013,0.5775,0.005,0.025,0.007,1.009,34.48,29.47,2.582,0.977,7.78,0.278,38.2,4.55,3.81,2144,159.004
Outflow,2/17/13,2,2013,0.654,0.005,0.07,0.067,1.304,39.58,33.398,1.931,1.167,11.24,0.103,74.4,8.16,3.18,2182,0.254
Outflow,2/24/13,2,2013,0.6374,0.005,0.038,0.021,1.036,36.48,41.671,2.567,0.977,10.3,0.099,108.5,12.16,3.62,2189,4.826
Outflow,3/7/13,3,2013,0.6871,0.005,0.05,0.031,0.826,28.51,18.133,2.947,0.745,10.91,0.086,61.3,6.9,3.59,2200,0
Outflow,3/15/13,3,2013,0.6748,0.005,0.05,0.011,1.03,31.11,17.583,3.41,0.969,14.52,0.086,74.5,7.59,3.2,2208,0
Outflow,3/20/13,3,2013,0.6561,0.005,0.05,0.014,1.012,33.04,18.203,3.585,0.948,11.01,0.089,67.6,7.47,3.67,2213,0
Outflow,3/28/13,3,2013,0.6297,0.005,0.05,0.022,0.965,34.4,26.476,3.986,0.893,9.84,0.092,72.7,8.25,3.44,2221,0
Outflow,4/5/13,4,2013,0.6148,0.005,0.05,0.01,1.22,35.53,24.391,2.616,1.16,11.91,0.094,80.6,8.72,2.19,2229,2.794
Outflow,4/11/13,4,2013,0.5729,0.005,0.013,0.012,1.071,38.77,23.317,2.724,1.046,12.65,0.154,3.3,0.35,3.58,2235,0
Outflow,4/18/13,4,2013,0.5148,0.005,0.05,0.023,1.228,39.35,23.875,1.345,1.155,15.54,0.207,4.6,0.45,3.68,2242,0
Outflow,4/26/13,4,2013,0.5742,0.005,0.05,0.023,1.269,38.88,22.014,1.707,1.196,16.74,0.096,39.7,3.86,3.59,2250,0
Outflow,5/2/13,5,2013,0.5396,0.005,0.05,0.026,1.219,38.15,22.227,1.082,1.143,18.65,0.111,18.2,1.66,3.84,2256,0
Outflow,5/9/13,5,2013,0.5316,0.005,0.05,0.022,1.091,33.17,116.625,5.303,1.019,17.7,0.143,6.6,0.2,4.25,2263,2.54
Outflow,5/15/13,5,2013,0.4529,0.005,0.023,0.017,1.485,44.63,27.343,1.49,1.445,18.06,0.195,3.7,0.35,4.43,2269,0
Outflow,5/23/13,5,2013,0.4206,0.005,0.12,0.033,1.523,48.96,34.551,1.673,1.369,18.67,0.265,3,0.28,6.22,2277,5.842
Outflow,5/29/13,5,2013,0.3646,0.005,0.272,0.038,2.019,56.21,36.742,1.769,1.709,18.1,0.254,1.8,0.17,4.28,2283,0
Outflow,6/5/13,6,2013,0.3543,0.005,0.339,0.064,2.31,55.41,47.341,2.018,1.907,,,,,,2290,0
Outflow,6/14/13,6,2013,0.4548,0.005,0.148,0.031,1.693,50.14,35.042,1.633,1.514,,,,,,2299,0.254
Outflow,6/19/13,6,2013,0.492,0.005,0.312,0.043,2.033,48.53,34.285,2.151,1.678,,,,,,2304,0.762
Outflow,6/28/13,6,2013,0.5209,0.005,0.257,0.034,1.794,45.61,32.701,1.621,1.503,23.15,0.284,5.5,0.41,3.81,2313,16.002
Outflow,7/6/13,7,2013,0.5502,0.005,0.047,0.02,1.176,39.33,19.358,0.706,1.109,28.16,0.093,12.7,0.99,3.6,2321,0
Outflow,7/11/13,7,2013,0.4749,0.005,0.054,0.018,1.342,44.69,22.216,1.068,1.27,24.74,0.316,3,0.25,4.3,2326,14.732
Outflow,7/18/13,7,2013,0.4441,0.005,0.077,0.037,1.412,47.05,27.906,1.528,1.298,24.95,0.365,3.4,0.28,3,2333,0
Outflow,7/25/13,7,2013,0.5507,0.005,0.355,0.053,1.791,39.82,25.639,2.147,1.382,25.54,0.253,2.8,0.23,4.45,2340,0.254
Outflow,8/1/13,8,2013,0.4707,0.005,0.128,0.028,1.569,47.22,30.484,1.894,1.413,24.15,0.327,2.5,0.21,4.34,2347,5.334
Outflow,8/9/13,8,2013,0.4812,0.005,0.193,0.024,1.677,47.83,30.638,1.986,1.459,23.44,0.401,7.3,0.61,4.38,2355,0
Outflow,8/16/13,8,2013,0.6243,0.005,0.097,0.04,1.021,38.09,21.016,1.315,0.884,23.27,0.08,27,2.31,3.63,2362,2.286
Outflow,8/23/13,8,2013,0.7118,0.005,0.046,0.021,0.996,33.86,11.277,1.572,0.929,26.43,0.061,4.4,0.35,3.57,2369,23.622
Outflow,8/30/13,8,2013,0.6074,0.005,0.0172,0.04,1.016,32.31,11.414,1.652,0.959,25.03,0.065,9,0.71,3.61,2376,0
Outflow,9/6/13,9,2013,,0.005,0.0286,0.042,1.19,35.03,13.3,1.994,1.119,26.06,0.077,11.1,0.9,3.18,2383,0
Outflow,9/12/13,9,2013,,0.005,0.206,0.014,1.615,40.941,16.865,1.602,1.395,23.05,0.187,11,0.92,4.44,2389,0
Outflow,9/19/13,9,2013,,0.005,0.0776,0.033,1.649,47.681,22.979,1.92,1.538,20.85,0.11,29.8,2.68,3.84,2396,0
Outflow,9/27/13,9,2013,,0.005,0.188,0.044,1.818,51.228,27.672,1.943,1.586,22.17,0.127,52.9,4.61,3.97,2404,0
Outflow,10/3/13,10,2013,,0.005,0.0299,0.005,1.75,55.708,35.468,1.786,1.715,20.18,0.293,8.9,0.79,4.25,2410,0
Outflow,10/11/13,10,2013,,0.005,0.0851,0.05,1.024,28.559,14.044,1.851,0.889,21.05,0.073,33.8,3.01,3.94,2418,1.016
Outflow,10/25/13,10,2013,,0.005,0.069,0.055,1.191,32.831,15.972,2.528,1.067,14.37,0.74,40.2,4.12,4.15,2432,0
Outflow,11/1/13,11,2013,,0.005,0.0642,0.048,1.287,36.585,16.281,2.598,1.175,17.07,0.088,38.3,3.87,4.32,2439,9.906
Outflow,11/8/13,11,2013,,0.005,0.0723,0.026,1.328,39.655,19.42,1.741,1.23,12.64,0.088,43.2,4.59,3.57,2446,0
Outflow,11/17/13,11,2013,,0.005,0.0591,0.008,1.411,46.084,21.57,1.617,1.344,14.83,0.108,40.3,4.15,4.32,2455,0.762
